Data File,Dataset Type,Category,Resolution (C),Ocean Resolution (mx),File Extension,File Size (Bytes),YYYY,Sub-Category 1,Sub-Category 2,Sub-Category 3
ghcn_snwd_ioda_20000106.nc,UFS_Land-DA_Dev,NAGAPE,,,.nc,956236,2000,snow_depth,data_proc,v3
ghcn_snwd_ioda_20000116.nc,UFS_Land-DA_Dev,NAGAPE,,,.nc,958652,2000,snow_depth,data_proc,v3
ghcn_snwd_ioda_20000105.nc,UFS_Land-DA_Dev,NAGAPE,,,.nc,957801,2000,snow_depth,data_proc,v3
ghcn_snwd_ioda_20000114.nc,UFS_Land-DA_Dev,NAGAPE,,,.nc,959879,2000,snow_depth,data_proc,v3
ghcn_snwd_ioda_20000101.nc,UFS_Land-DA_Dev,NAGAPE,,,.nc,960129,2000,snow_depth,data_proc,v3
ghcn_snwd_ioda_20000112.nc,UFS_Land-DA_Dev,NAGAPE,,,.nc,959012,2000,snow_depth,data_proc,v3
ghcn_snwd_ioda_20000119.nc,UFS_Land-DA_Dev,NAGAPE,,,.nc,959944,2000,snow_depth,data_proc,v3
fake_ghcn_snwd_ioda_20000103.cdl,UFS_Land-DA_Dev,NAGAPE,,,.cdl,657642,2000,snow_depth,data_proc,v3
ghcn_snwd_ioda_20000130.nc,UFS_Land-DA_Dev,NAGAPE,,,.nc,652559,2000,snow_depth,data_proc,v3
ghcn_snwd_ioda_20000107.nc,UFS_Land-DA_Dev,NAGAPE,,,.nc,958610,2000,snow_depth,data_proc,v3
ghcn_snwd_ioda_20000103.nc,UFS_Land-DA_Dev,NAGAPE,,,.nc,960345,2000,snow_depth,data_proc,v3
ghcn_snwd_ioda_20000117.nc,UFS_Land-DA_Dev,NAGAPE,,,.nc,959570,2000,snow_depth,data_proc,v3
ghcn_snwd_ioda_20000110.nc,UFS_Land-DA_Dev,NAGAPE,,,.nc,958977,2000,snow_depth,data_proc,v3
ne_10m_graticules_5.VERSION.txt,UFS_Land-DA_Dev,NAGAPE,,,.txt,7,,shapefiles,physical,
ne_10m_bathymetry_L_0.prj,UFS_Land-DA_Dev,NAGAPE,,,.prj,147,,shapefiles,physical,
ne_10m_geographic_lines.shp,UFS_Land-DA_Dev,NAGAPE,,,.shp,38836,,shapefiles,physical,
ne_10m_bathymetry_H_3000.VERSION.txt,UFS_Land-DA_Dev,NAGAPE,,,.txt,7,,shapefiles,physical,
ne_10m_lakes_north_america.shp,UFS_Land-DA_Dev,NAGAPE,,,.shp,573424,,shapefiles,physical,
ne_10m_antarctic_ice_shelves_polys.shp,UFS_Land-DA_Dev,NAGAPE,,,.shp,364308,,shapefiles,physical,
ne_50m_geography_regions_elevation_points.README.html,UFS_Land-DA_Dev,NAGAPE,,,.html,237512,,shapefiles,physical,
ne_50m_graticules_5.dbf,UFS_Land-DA_Dev,NAGAPE,,,.dbf,4612,,shapefiles,physical,
ne_10m_graticules_10.README.html,UFS_Land-DA_Dev,NAGAPE,,,.html,26727,,shapefiles,physical,
ne_10m_bathymetry_G_4000.VERSION.txt,UFS_Land-DA_Dev,NAGAPE,,,.txt,7,,shapefiles,physical,
ne_50m_antarctic_ice_shelves_lines.shx,UFS_Land-DA_Dev,NAGAPE,,,.shx,892,,shapefiles,physical,
ne_10m_playas.dbf,UFS_Land-DA_Dev,NAGAPE,,,.dbf,458514,,shapefiles,physical,
ne_50m_graticules_10.dbf,UFS_Land-DA_Dev,NAGAPE,,,.dbf,1836,,shapefiles,physical,
ne_10m_geography_regions_polys.README.html,UFS_Land-DA_Dev,NAGAPE,,,.html,27545,,shapefiles,physical,
ne_10m_bathymetry_K_200.cpg,UFS_Land-DA_Dev,NAGAPE,,,.cpg,5,,shapefiles,physical,
ne_10m_land_ocean_seams.VERSION.txt,UFS_Land-DA_Dev,NAGAPE,,,.txt,7,,shapefiles,physical,
ne_10m_graticules_1.cpg,UFS_Land-DA_Dev,NAGAPE,,,.cpg,5,,shapefiles,physical,
ne_50m_lakes_historic.cpg,UFS_Land-DA_Dev,NAGAPE,,,.cpg,5,,shapefiles,physical,
ne_10m_bathymetry_C_8000.README.html,UFS_Land-DA_Dev,NAGAPE,,,.html,30890,,shapefiles,physical,
ne_50m_geography_regions_elevation_points.shp,UFS_Land-DA_Dev,NAGAPE,,,.shp,2508,,shapefiles,physical,
ne_10m_bathymetry_B_9000.shp,UFS_Land-DA_Dev,NAGAPE,,,.shp,11268,,shapefiles,physical,
ne_110m_graticules_1.VERSION.txt,UFS_Land-DA_Dev,NAGAPE,,,.txt,7,,shapefiles,physical,
ne_50m_geographic_lines.README.html,UFS_Land-DA_Dev,NAGAPE,,,.html,21925,,shapefiles,physical,
ne_10m_graticules_15.dbf,UFS_Land-DA_Dev,NAGAPE,,,.dbf,1278,,shapefiles,physical,
ne_10m_bathymetry_C_8000.dbf,UFS_Land-DA_Dev,NAGAPE,,,.dbf,789,,shapefiles,physical,
ne_50m_graticules_5.cpg,UFS_Land-DA_Dev,NAGAPE,,,.cpg,5,,shapefiles,physical,
ne_10m_minor_islands_label_points.dbf,UFS_Land-DA_Dev,NAGAPE,,,.dbf,134292,,shapefiles,physical,
ne_10m_graticules_1.shx,UFS_Land-DA_Dev,NAGAPE,,,.shx,4412,,shapefiles,physical,
ne_50m_land.dbf,UFS_Land-DA_Dev,NAGAPE,,,.dbf,69709,,shapefiles,physical,
ne_110m_graticules_1.shp,UFS_Land-DA_Dev,NAGAPE,,,.shp,6205036,,shapefiles,physical,
ne_10m_bathymetry_A_10000.README.html,UFS_Land-DA_Dev,NAGAPE,,,.html,30890,,shapefiles,physical,
ne_110m_graticules_1.cpg,UFS_Land-DA_Dev,NAGAPE,,,.cpg,5,,shapefiles,physical,
ne_110m_graticules_5.dbf,UFS_Land-DA_Dev,NAGAPE,,,.dbf,4612,,shapefiles,physical,
ne_50m_graticules_15.shp,UFS_Land-DA_Dev,NAGAPE,,,.shp,276028,,shapefiles,physical,
ne_10m_graticules_1.shp,UFS_Land-DA_Dev,NAGAPE,,,.shp,6205036,,shapefiles,physical,
ne_10m_graticules_30.prj,UFS_Land-DA_Dev,NAGAPE,,,.prj,147,,shapefiles,physical,
ne_10m_bathymetry_F_5000.shp,UFS_Land-DA_Dev,NAGAPE,,,.shp,6571692,,shapefiles,physical,
ne_110m_geography_regions_polys.cpg,UFS_Land-DA_Dev,NAGAPE,,,.cpg,5,,shapefiles,physical,
ne_10m_bathymetry_L_0.dbf,UFS_Land-DA_Dev,NAGAPE,,,.dbf,1163,,shapefiles,physical,
ne_110m_land.cpg,UFS_Land-DA_Dev,NAGAPE,,,.cpg,5,,shapefiles,physical,
ne_50m_wgs84_bounding_box.prj,UFS_Land-DA_Dev,NAGAPE,,,.prj,147,,shapefiles,physical,
ne_10m_land.shp,UFS_Land-DA_Dev,NAGAPE,,,.shp,6589552,,shapefiles,physical,
ne_110m_graticules_30.prj,UFS_Land-DA_Dev,NAGAPE,,,.prj,147,,shapefiles,physical,
ne_10m_bathymetry_G_4000.README.html,UFS_Land-DA_Dev,NAGAPE,,,.html,30890,,shapefiles,physical,
ne_10m_bathymetry_C_8000.VERSION.txt,UFS_Land-DA_Dev,NAGAPE,,,.txt,7,,shapefiles,physical,
ne_50m_graticules_5.shx,UFS_Land-DA_Dev,NAGAPE,,,.shx,956,,shapefiles,physical,
ne_50m_glaciated_areas.README.html,UFS_Land-DA_Dev,NAGAPE,,,.html,23044,,shapefiles,physical,
ne_10m_bathymetry_D_7000.dbf,UFS_Land-DA_Dev,NAGAPE,,,.dbf,2725,,shapefiles,physical,
ne_10m_land.VERSION.txt,UFS_Land-DA_Dev,NAGAPE,,,.txt,7,,shapefiles,physical,
ne_50m_geography_regions_elevation_points.VERSION.txt,UFS_Land-DA_Dev,NAGAPE,,,.txt,7,,shapefiles,physical,
ne_50m_land.cpg,UFS_Land-DA_Dev,NAGAPE,,,.cpg,5,,shapefiles,physical,
ne_50m_antarctic_ice_shelves_lines.prj,UFS_Land-DA_Dev,NAGAPE,,,.prj,147,,shapefiles,physical,
ne_10m_rivers_north_america.shx,UFS_Land-DA_Dev,NAGAPE,,,.shx,42180,,shapefiles,physical,
ne_110m_graticules_30.shp,UFS_Land-DA_Dev,NAGAPE,,,.shp,129964,,shapefiles,physical,
ne_10m_rivers_lake_centerlines.shp,UFS_Land-DA_Dev,NAGAPE,,,.shp,4187664,,shapefiles,physical,
ne_10m_land.cpg,UFS_Land-DA_Dev,NAGAPE,,,.cpg,5,,shapefiles,physical,
ne_10m_geographic_lines.prj,UFS_Land-DA_Dev,NAGAPE,,,.prj,147,,shapefiles,physical,
ne_10m_bathymetry_C_8000.prj,UFS_Land-DA_Dev,NAGAPE,,,.prj,147,,shapefiles,physical,
ne_110m_geography_regions_elevation_points.dbf,UFS_Land-DA_Dev,NAGAPE,,,.dbf,129019,,shapefiles,physical,
ne_10m_rivers_lake_centerlines.README.html,UFS_Land-DA_Dev,NAGAPE,,,.html,33676,,shapefiles,physical,
ne_110m_graticules_1.shx,UFS_Land-DA_Dev,NAGAPE,,,.shx,4412,,shapefiles,physical,
ne_10m_geographic_lines.dbf,UFS_Land-DA_Dev,NAGAPE,,,.dbf,36552,,shapefiles,physical,
ne_10m_reefs.shp,UFS_Land-DA_Dev,NAGAPE,,,.shp,244844,,shapefiles,physical,
ne_10m_coastline.shx,UFS_Land-DA_Dev,NAGAPE,,,.shx,33164,,shapefiles,physical,
ne_10m_antarctic_ice_shelves_lines.VERSION.txt,UFS_Land-DA_Dev,NAGAPE,,,.txt,7,,shapefiles,physical,
ne_10m_graticules_30.cpg,UFS_Land-DA_Dev,NAGAPE,,,.cpg,5,,shapefiles,physical,
ne_10m_playas.shx,UFS_Land-DA_Dev,NAGAPE,,,.shx,676,,shapefiles,physical,
ne_10m_land_ocean_seams.shx,UFS_Land-DA_Dev,NAGAPE,,,.shx,740,,shapefiles,physical,
ne_10m_lakes_pluvial.prj,UFS_Land-DA_Dev,NAGAPE,,,.prj,147,,shapefiles,physical,
README.md,UFS_Land-DA_Dev,NAGAPE,,,.md,4692,,shapefiles,physical,
ne_10m_lakes_europe.dbf,UFS_Land-DA_Dev,NAGAPE,,,.dbf,4694523,,shapefiles,physical,
ne_110m_geography_marine_polys.shx,UFS_Land-DA_Dev,NAGAPE,,,.shx,348,,shapefiles,physical,
ne_50m_graticules_20.VERSION.txt,UFS_Land-DA_Dev,NAGAPE,,,.txt,7,,shapefiles,physical,
ne_10m_reefs.shx,UFS_Land-DA_Dev,NAGAPE,,,.shx,8444,,shapefiles,physical,
ne_10m_lakes_north_america.dbf,UFS_Land-DA_Dev,NAGAPE,,,.dbf,7499890,,shapefiles,physical,
ne_10m_graticules_10.dbf,UFS_Land-DA_Dev,NAGAPE,,,.dbf,1836,,shapefiles,physical,
ne_50m_playas.shx,UFS_Land-DA_Dev,NAGAPE,,,.shx,308,,shapefiles,physical,
ne_10m_lakes.shp,UFS_Land-DA_Dev,NAGAPE,,,.shp,2306300,,shapefiles,physical,
ne_10m_rivers_north_america.cpg,UFS_Land-DA_Dev,NAGAPE,,,.cpg,5,,shapefiles,physical,
ne_50m_glaciated_areas.VERSION.txt,UFS_Land-DA_Dev,NAGAPE,,,.txt,7,,shapefiles,physical,
ne_110m_ocean.prj,UFS_Land-DA_Dev,NAGAPE,,,.prj,147,,shapefiles,physical,
ne_10m_coastline.VERSION.txt,UFS_Land-DA_Dev,NAGAPE,,,.txt,7,,shapefiles,physical,
ne_110m_wgs84_bounding_box.README.html,UFS_Land-DA_Dev,NAGAPE,,,.html,26636,,shapefiles,physical,
ne_110m_coastline.prj,UFS_Land-DA_Dev,NAGAPE,,,.prj,147,,shapefiles,physical,
ne_110m_wgs84_bounding_box.cpg,UFS_Land-DA_Dev,NAGAPE,,,.cpg,5,,shapefiles,physical,
ne_110m_graticules_5.cpg,UFS_Land-DA_Dev,NAGAPE,,,.cpg,5,,shapefiles,physical,
ne_50m_antarctic_ice_shelves_polys.README.html,UFS_Land-DA_Dev,NAGAPE,,,.html,24165,,shapefiles,physical,
ne_10m_ocean_scale_rank.cpg,UFS_Land-DA_Dev,NAGAPE,,,.cpg,5,,shapefiles,physical,
ne_10m_bathymetry_I_2000.shx,UFS_Land-DA_Dev,NAGAPE,,,.shx,1716,,shapefiles,physical,
ne_10m_geography_regions_elevation_points.shp,UFS_Land-DA_Dev,NAGAPE,,,.shp,20008,,shapefiles,physical,
ne_110m_geography_regions_elevation_points.VERSION.txt,UFS_Land-DA_Dev,NAGAPE,,,.txt,7,,shapefiles,physical,
ne_10m_lakes_pluvial.dbf,UFS_Land-DA_Dev,NAGAPE,,,.dbf,40674,,shapefiles,physical,
ne_110m_graticules_20.README.html,UFS_Land-DA_Dev,NAGAPE,,,.html,26636,,shapefiles,physical,
ne_10m_bathymetry_I_2000.prj,UFS_Land-DA_Dev,NAGAPE,,,.prj,147,,shapefiles,physical,
ne_10m_rivers_lake_centerlines.cpg,UFS_Land-DA_Dev,NAGAPE,,,.cpg,5,,shapefiles,physical,
ne_10m_bathymetry_F_5000.prj,UFS_Land-DA_Dev,NAGAPE,,,.prj,147,,shapefiles,physical,
ne_50m_playas.dbf,UFS_Land-DA_Dev,NAGAPE,,,.dbf,163650,,shapefiles,physical,
ne_110m_graticules_5.shx,UFS_Land-DA_Dev,NAGAPE,,,.shx,956,,shapefiles,physical,
ne_10m_ocean.README.html,UFS_Land-DA_Dev,NAGAPE,,,.html,22965,,shapefiles,physical,
ne_10m_minor_islands.shx,UFS_Land-DA_Dev,NAGAPE,,,.shx,22460,,shapefiles,physical,
ne_110m_geography_regions_polys.dbf,UFS_Land-DA_Dev,NAGAPE,,,.dbf,391630,,shapefiles,physical,
ne_50m_graticules_5.VERSION.txt,UFS_Land-DA_Dev,NAGAPE,,,.txt,7,,shapefiles,physical,
ne_50m_graticules_15.prj,UFS_Land-DA_Dev,NAGAPE,,,.prj,147,,shapefiles,physical,
ne_10m_bathymetry_B_9000.cpg,UFS_Land-DA_Dev,NAGAPE,,,.cpg,5,,shapefiles,physical,
ne_50m_coastline.cpg,UFS_Land-DA_Dev,NAGAPE,,,.cpg,5,,shapefiles,physical,
ne_110m_geography_regions_points.README.html,UFS_Land-DA_Dev,NAGAPE,,,.html,25839,,shapefiles,physical,
ne_50m_coastline.shp,UFS_Land-DA_Dev,NAGAPE,,,.shp,1046728,,shapefiles,physical,
ne_50m_land.VERSION.txt,UFS_Land-DA_Dev,NAGAPE,,,.txt,7,,shapefiles,physical,
ne_10m_minor_islands_coastline.shx,UFS_Land-DA_Dev,NAGAPE,,,.shx,22028,,shapefiles,physical,
ne_50m_glaciated_areas.shx,UFS_Land-DA_Dev,NAGAPE,,,.shx,3116,,shapefiles,physical,
ne_10m_geography_regions_points.shp,UFS_Land-DA_Dev,NAGAPE,,,.shp,6680,,shapefiles,physical,
ne_10m_bathymetry_B_9000.prj,UFS_Land-DA_Dev,NAGAPE,,,.prj,147,,shapefiles,physical,
ne_50m_geography_regions_points.dbf,UFS_Land-DA_Dev,NAGAPE,,,.dbf,1069706,,shapefiles,physical,
ne_10m_bathymetry_G_4000.shx,UFS_Land-DA_Dev,NAGAPE,,,.shx,13900,,shapefiles,physical,
ne_10m_land_scale_rank.dbf,UFS_Land-DA_Dev,NAGAPE,,,.dbf,81890,,shapefiles,physical,
ne_10m_bathymetry_D_7000.README.html,UFS_Land-DA_Dev,NAGAPE,,,.html,30890,,shapefiles,physical,
ne_50m_lakes_historic.dbf,UFS_Land-DA_Dev,NAGAPE,,,.dbf,13814,,shapefiles,physical,
ne_110m_glaciated_areas.shp,UFS_Land-DA_Dev,NAGAPE,,,.shp,13952,,shapefiles,physical,
ne_10m_playas.README.html,UFS_Land-DA_Dev,NAGAPE,,,.html,21605,,shapefiles,physical,
ne_110m_geography_regions_points.VERSION.txt,UFS_Land-DA_Dev,NAGAPE,,,.txt,7,,shapefiles,physical,
ne_110m_wgs84_bounding_box.VERSION.txt,UFS_Land-DA_Dev,NAGAPE,,,.txt,7,,shapefiles,physical,
ne_10m_geography_regions_points.dbf,UFS_Land-DA_Dev,NAGAPE,,,.dbf,1551214,,shapefiles,physical,
ne_50m_lakes_historic.README.html,UFS_Land-DA_Dev,NAGAPE,,,.html,23178,,shapefiles,physical,
ne_10m_graticules_30.shp,UFS_Land-DA_Dev,NAGAPE,,,.shp,129964,,shapefiles,physical,
ne_10m_bathymetry_K_200.shp,UFS_Land-DA_Dev,NAGAPE,,,.shp,2920876,,shapefiles,physical,
ne_50m_geography_regions_polys.prj,UFS_Land-DA_Dev,NAGAPE,,,.prj,143,,shapefiles,physical,
ne_50m_graticules_1.cpg,UFS_Land-DA_Dev,NAGAPE,,,.cpg,5,,shapefiles,physical,
ne_50m_graticules_1.README.html,UFS_Land-DA_Dev,NAGAPE,,,.html,26697,,shapefiles,physical,
ne_10m_rivers_north_america.README.html,UFS_Land-DA_Dev,NAGAPE,,,.html,33397,,shapefiles,physical,
ne_50m_glaciated_areas.cpg,UFS_Land-DA_Dev,NAGAPE,,,.cpg,5,,shapefiles,physical,
ne_10m_land_ocean_seams.prj,UFS_Land-DA_Dev,NAGAPE,,,.prj,147,,shapefiles,physical,
ne_10m_ocean.shx,UFS_Land-DA_Dev,NAGAPE,,,.shx,108,,shapefiles,physical,
ne_10m_land.dbf,UFS_Land-DA_Dev,NAGAPE,,,.dbf,330,,shapefiles,physical,
ne_10m_rivers_north_america.dbf,UFS_Land-DA_Dev,NAGAPE,,,.dbf,34359538,,shapefiles,physical,
ne_50m_geographic_lines.prj,UFS_Land-DA_Dev,NAGAPE,,,.prj,147,,shapefiles,physical,
ne_10m_bathymetry_K_200.shx,UFS_Land-DA_Dev,NAGAPE,,,.shx,4260,,shapefiles,physical,
ne_50m_graticules_15.dbf,UFS_Land-DA_Dev,NAGAPE,,,.dbf,1278,,shapefiles,physical,
ne_10m_ocean.shp,UFS_Land-DA_Dev,NAGAPE,,,.shp,7176016,,shapefiles,physical,
ne_110m_land.shp,UFS_Land-DA_Dev,NAGAPE,,,.shp,89504,,shapefiles,physical,
ne_50m_graticules_5.README.html,UFS_Land-DA_Dev,NAGAPE,,,.html,26697,,shapefiles,physical,
ne_110m_graticules_5.shp,UFS_Land-DA_Dev,NAGAPE,,,.shp,906364,,shapefiles,physical,
ne_10m_antarctic_ice_shelves_polys.VERSION.txt,UFS_Land-DA_Dev,NAGAPE,,,.txt,7,,shapefiles,physical,
ne_10m_glaciated_areas.dbf,UFS_Land-DA_Dev,NAGAPE,,,.dbf,300067,,shapefiles,physical,
ne_10m_minor_islands.shp,UFS_Land-DA_Dev,NAGAPE,,,.shp,724812,,shapefiles,physical,
ne_10m_geography_regions_polys.VERSION.txt,UFS_Land-DA_Dev,NAGAPE,,,.txt,7,,shapefiles,physical,
ne_50m_geography_marine_polys.VERSION.txt,UFS_Land-DA_Dev,NAGAPE,,,.txt,7,,shapefiles,physical,
ne_10m_bathymetry_E_6000.cpg,UFS_Land-DA_Dev,NAGAPE,,,.cpg,5,,shapefiles,physical,
ne_110m_geographic_lines.README.html,UFS_Land-DA_Dev,NAGAPE,,,.html,21911,,shapefiles,physical,
ne_110m_land.prj,UFS_Land-DA_Dev,NAGAPE,,,.prj,147,,shapefiles,physical,
ne_50m_coastline.dbf,UFS_Land-DA_Dev,NAGAPE,,,.dbf,70101,,shapefiles,physical,
ne_50m_wgs84_bounding_box.shp,UFS_Land-DA_Dev,NAGAPE,,,.shp,8876,,shapefiles,physical,
ne_50m_antarctic_ice_shelves_lines.dbf,UFS_Land-DA_Dev,NAGAPE,,,.dbf,4980,,shapefiles,physical,
ne_110m_rivers_lake_centerlines.cpg,UFS_Land-DA_Dev,NAGAPE,,,.cpg,5,,shapefiles,physical,
ne_10m_graticules_10.VERSION.txt,UFS_Land-DA_Dev,NAGAPE,,,.txt,7,,shapefiles,physical,
ne_50m_wgs84_bounding_box.dbf,UFS_Land-DA_Dev,NAGAPE,,,.dbf,132,,shapefiles,physical,
ne_10m_graticules_1.VERSION.txt,UFS_Land-DA_Dev,NAGAPE,,,.txt,7,,shapefiles,physical,
ne_50m_geography_regions_points.cpg,UFS_Land-DA_Dev,NAGAPE,,,.cpg,5,,shapefiles,physical,
ne_50m_ocean.shx,UFS_Land-DA_Dev,NAGAPE,,,.shx,108,,shapefiles,physical,
ne_10m_antarctic_ice_shelves_lines.shx,UFS_Land-DA_Dev,NAGAPE,,,.shx,1380,,shapefiles,physical,
ne_10m_land_scale_rank.README.html,UFS_Land-DA_Dev,NAGAPE,,,.html,22761,,shapefiles,physical,
ne_110m_graticules_10.cpg,UFS_Land-DA_Dev,NAGAPE,,,.cpg,5,,shapefiles,physical,
ne_110m_graticules_20.shx,UFS_Land-DA_Dev,NAGAPE,,,.shx,316,,shapefiles,physical,
ne_10m_geographic_lines.VERSION.txt,UFS_Land-DA_Dev,NAGAPE,,,.txt,7,,shapefiles,physical,
ne_110m_lakes.dbf,UFS_Land-DA_Dev,NAGAPE,,,.dbf,163315,,shapefiles,physical,
ne_110m_geography_marine_polys.prj,UFS_Land-DA_Dev,NAGAPE,,,.prj,143,,shapefiles,physical,
ne_10m_graticules_1.dbf,UFS_Land-DA_Dev,NAGAPE,,,.dbf,20675,,shapefiles,physical,
ne_50m_geographic_lines.cpg,UFS_Land-DA_Dev,NAGAPE,,,.cpg,5,,shapefiles,physical,
ne_110m_geography_regions_elevation_points.shp,UFS_Land-DA_Dev,NAGAPE,,,.shp,632,,shapefiles,physical,
ne_110m_graticules_10.dbf,UFS_Land-DA_Dev,NAGAPE,,,.dbf,1836,,shapefiles,physical,
ne_10m_graticules_20.README.html,UFS_Land-DA_Dev,NAGAPE,,,.html,26727,,shapefiles,physical,
ne_110m_ocean.VERSION.txt,UFS_Land-DA_Dev,NAGAPE,,,.txt,7,,shapefiles,physical,
ne_110m_glaciated_areas.dbf,UFS_Land-DA_Dev,NAGAPE,,,.dbf,668,,shapefiles,physical,
ne_110m_geography_regions_points.shp,UFS_Land-DA_Dev,NAGAPE,,,.shp,184,,shapefiles,physical,
ne_10m_bathymetry_A_10000.dbf,UFS_Land-DA_Dev,NAGAPE,,,.dbf,261,,shapefiles,physical,
ne_10m_rivers_lake_centerlines.dbf,UFS_Land-DA_Dev,NAGAPE,,,.dbf,9797637,,shapefiles,physical,
ne_50m_graticules_20.dbf,UFS_Land-DA_Dev,NAGAPE,,,.dbf,1332,,shapefiles,physical,
ne_110m_wgs84_bounding_box.prj,UFS_Land-DA_Dev,NAGAPE,,,.prj,147,,shapefiles,physical,
ne_10m_geography_regions_elevation_points.README.html,UFS_Land-DA_Dev,NAGAPE,,,.html,27545,,shapefiles,physical,
ne_50m_rivers_lake_centerlines_scale_rank.cpg,UFS_Land-DA_Dev,NAGAPE,,,.cpg,5,,shapefiles,physical,
ne_10m_ocean.VERSION.txt,UFS_Land-DA_Dev,NAGAPE,,,.txt,7,,shapefiles,physical,
ne_10m_graticules_5.prj,UFS_Land-DA_Dev,NAGAPE,,,.prj,147,,shapefiles,physical,
ne_10m_bathymetry_L_0.shx,UFS_Land-DA_Dev,NAGAPE,,,.shx,276,,shapefiles,physical,
.DS_Store,UFS_Land-DA_Dev,NAGAPE,,,,6148,,shapefiles,physical,
ne_110m_graticules_1.dbf,UFS_Land-DA_Dev,NAGAPE,,,.dbf,16902,,shapefiles,physical,
ne_50m_geography_regions_elevation_points.dbf,UFS_Land-DA_Dev,NAGAPE,,,.dbf,579460,,shapefiles,physical,
ne_10m_bathymetry_E_6000.VERSION.txt,UFS_Land-DA_Dev,NAGAPE,,,.txt,7,,shapefiles,physical,
ne_10m_minor_islands_coastline.VERSION.txt,UFS_Land-DA_Dev,NAGAPE,,,.txt,7,,shapefiles,physical,
ne_10m_lakes.dbf,UFS_Land-DA_Dev,NAGAPE,,,.dbf,9414226,,shapefiles,physical,
ne_110m_geography_regions_elevation_points.README.html,UFS_Land-DA_Dev,NAGAPE,,,.html,25839,,shapefiles,physical,
ne_50m_geography_regions_points.shx,UFS_Land-DA_Dev,NAGAPE,,,.shx,1396,,shapefiles,physical,
ne_10m_land_scale_rank.VERSION.txt,UFS_Land-DA_Dev,NAGAPE,,,.txt,7,,shapefiles,physical,
ne_50m_graticules_15.README.html,UFS_Land-DA_Dev,NAGAPE,,,.html,26697,,shapefiles,physical,
ne_50m_antarctic_ice_shelves_polys.cpg,UFS_Land-DA_Dev,NAGAPE,,,.cpg,5,,shapefiles,physical,
ne_10m_graticules_5.shp,UFS_Land-DA_Dev,NAGAPE,,,.shp,906364,,shapefiles,physical,
ne_110m_glaciated_areas.README.html,UFS_Land-DA_Dev,NAGAPE,,,.html,22076,,shapefiles,physical,
ne_110m_rivers_lake_centerlines.VERSION.txt,UFS_Land-DA_Dev,NAGAPE,,,.txt,7,,shapefiles,physical,
ne_110m_geography_regions_polys.README.html,UFS_Land-DA_Dev,NAGAPE,,,.html,25839,,shapefiles,physical,
ne_10m_graticules_15.shp,UFS_Land-DA_Dev,NAGAPE,,,.shp,276028,,shapefiles,physical,
ne_10m_minor_islands_label_points.shp,UFS_Land-DA_Dev,NAGAPE,,,.shp,76764,,shapefiles,physical,
ne_10m_land_scale_rank.cpg,UFS_Land-DA_Dev,NAGAPE,,,.cpg,5,,shapefiles,physical,
ne_10m_rivers_north_america.prj,UFS_Land-DA_Dev,NAGAPE,,,.prj,147,,shapefiles,physical,
ne_10m_bathymetry_B_9000.VERSION.txt,UFS_Land-DA_Dev,NAGAPE,,,.txt,7,,shapefiles,physical,
ne_110m_geography_regions_polys.VERSION.txt,UFS_Land-DA_Dev,NAGAPE,,,.txt,7,,shapefiles,physical,
ne_10m_minor_islands.README.html,UFS_Land-DA_Dev,NAGAPE,,,.html,24176,,shapefiles,physical,
ne_110m_graticules_10.prj,UFS_Land-DA_Dev,NAGAPE,,,.prj,147,,shapefiles,physical,
ne_50m_rivers_lake_centerlines_scale_rank.shp,UFS_Land-DA_Dev,NAGAPE,,,.shp,512220,,shapefiles,physical,
ne_10m_bathymetry_F_5000.shx,UFS_Land-DA_Dev,NAGAPE,,,.shx,14996,,shapefiles,physical,
ne_10m_rivers_europe.VERSION.txt,UFS_Land-DA_Dev,NAGAPE,,,.txt,7,,shapefiles,physical,
ne_50m_geography_regions_elevation_points.shx,UFS_Land-DA_Dev,NAGAPE,,,.shx,788,,shapefiles,physical,
ne_10m_coastline.cpg,UFS_Land-DA_Dev,NAGAPE,,,.cpg,5,,shapefiles,physical,
ne_10m_antarctic_ice_shelves_lines.dbf,UFS_Land-DA_Dev,NAGAPE,,,.dbf,7969,,shapefiles,physical,
ne_110m_geography_regions_points.shx,UFS_Land-DA_Dev,NAGAPE,,,.shx,124,,shapefiles,physical,
ne_10m_minor_islands_label_points.VERSION.txt,UFS_Land-DA_Dev,NAGAPE,,,.txt,7,,shapefiles,physical,
ne_50m_geography_regions_points.VERSION.txt,UFS_Land-DA_Dev,NAGAPE,,,.txt,7,,shapefiles,physical,
ne_50m_rivers_lake_centerlines.README.html,UFS_Land-DA_Dev,NAGAPE,,,.html,25391,,shapefiles,physical,
ne_10m_graticules_15.VERSION.txt,UFS_Land-DA_Dev,NAGAPE,,,.txt,7,,shapefiles,physical,
ne_110m_geography_marine_polys.VERSION.txt,UFS_Land-DA_Dev,NAGAPE,,,.txt,7,,shapefiles,physical,
ne_110m_geographic_lines.prj,UFS_Land-DA_Dev,NAGAPE,,,.prj,147,,shapefiles,physical,
ne_50m_rivers_lake_centerlines_scale_rank.shx,UFS_Land-DA_Dev,NAGAPE,,,.shx,13036,,shapefiles,physical,
ne_10m_bathymetry_J_1000.shp,UFS_Land-DA_Dev,NAGAPE,,,.shp,1739048,,shapefiles,physical,
